evaluation_type,query,response,score,feedback
correctness,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?","The context does not provide information about a Swedish-British entertainment studio executive and film executive producer who was the executive producer for a 2016 American action thriller film directed by Babak Najafi. Therefore, it is not possible to determine their current position or role.",1.0,"The generated answer does not provide any relevant information regarding the current position of the Swedish-British entertainment studio executive and film executive producer. It fails to address the user query, which specifically asks for the current role of the individual in question. The reference answer provides the correct information, indicating that the individual is the CEO of Lionsgate UK & Europe."
correctness,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",The person you are referring to is Jane Alexander.,1.0,"The generated answer is incorrect. The correct answer is Swoosie Kurtz, not Jane Alexander."
correctness,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?","The current name of the Atlanta mansion built for the daughter of the 41st Mayor of Atlanta, Georgia, is Lullwater Estate.",5.0,"The generated answer is relevant and fully correct, as it accurately provides the current name of the Atlanta mansion, ""Lullwater Estate,"" which matches the reference answer."
correctness,Who invented the type of script used in autographs?,"The type of script used in autographs, which are hand-copies of cuneiform clay-tablets, was invented by the Sumerians.",5.0,"The generated answer is relevant and fully correct. It accurately identifies the Sumerians as the inventors of the script used in autographs, aligning with the reference answer."
correctness,Approximately what percentage of the global population is made up of the ethnic group Princess Fragrant was produced to improve relations with?,"The ethnic group that ""Princess Fragrant"" was produced to improve relations with is the Uighurs. The context does not provide specific information about the percentage of the global population made up by the Uighurs.",2.0,"The generated answer correctly identifies the ethnic group as the Uighurs, which is relevant to the query. However, it fails to provide the specific percentage of the global population made up by the Uighurs, which is the main focus of the user's question."
correctness,The Boren-McCurdy proposals were partially brought about by which Oklahoma politician in 1992?,The Boren-McCurdy proposals were partially brought about by Oklahoma politician David L. Boren in 1992.,5.0,"The generated answer is relevant and fully correct, as it accurately identifies David L. Boren as the Oklahoma politician involved with the Boren-McCurdy proposals in 1992, matching the reference answer."
correctness,The Thoen Stone is on display at a museum in what county?,The Thoen Stone is on display at a museum in Lawrence County.,5.0,"The generated answer is relevant and fully correct, as it matches the reference answer and accurately answers the user query."
correctness,"Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in Washington, D.C.?","MedStar Washington Hospital Center is the largest private hospital in Washington, D.C.",5.0,"The generated answer is relevant and fully correct, as it accurately identifies MedStar Washington Hospital Center as the largest private hospital in Washington, D.C., matching the reference answer."
faithfulness,Which magazine was started first Arthur's Magazine or First for Women?,"Arthur's Magazine was started first. It was published from 1844 to 1846, while First for Women was started in 1989.",1.0,YES
faithfulness,The Oberoi family is part of a hotel company that has a head office in what city?,The Oberoi family is part of a hotel company that has its head office in Delhi.,1.0,YES
faithfulness,"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who?",Matt Groening named the character Milhouse after President Richard Nixon's middle name.,1.0,YES
faithfulness, What nationality was James Henry Miller's wife?,The context does not provide information about the nationality of James Henry Miller's wife.,0.0,NO
faithfulness,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",Cadmium chloride is slightly soluble in alcohol. It is also known as CdCl•HO and CdCl•5HO.,1.0,YES
faithfulness,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?","Jonathan Stark won more Grand Slam titles than Henri Leconte. Stark won two Grand Slam doubles titles, while Leconte won one Grand Slam doubles title.",1.0,YES
faithfulness,Which genus of moth in the world's seventh-largest country contains only one species?,"The genus Nepita, which contains only one species, is found in India, the world's seventh-largest country.",1.0,YES
faithfulness,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.","Badr Hari was once considered the best kickboxer in the world, but he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",1.0,YES
faithfulness,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?","The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in 2006.",1.0,YES
faithfulness,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,The length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged is not specified in the provided information.,0.0,NO
faithfulness,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?","The EP ""Fast Cars, Danger, Fire and Knives"" includes a guest appearance from El-P, who is a hip hop record executive.",1.0,YES
faithfulness,"Gunmen from Laredo starred which narrator of ""Frontier""?","Walter Coy, who was known for narrating the NBC western anthology series ""Frontier,"" starred in ""Gunmen from Laredo.""",1.0,YES
faithfulness,Where did the form of music played by Die RhÃ¶ner SÃ¤uwÃ¤ntzt originate?,"The form of music played by Die Rhöner Säuwäntzt, which is Skiffle-Blues, originates from Eichenzell-Lütter in Hessen, Germany.",1.0,YES
faithfulness,In which American football game was Malcolm Smith named Most Valuable player?,Malcolm Smith was named Most Valuable Player in Super Bowl XLVIII.,1.0,YES
faithfulness,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",U.S. Highway 60 gives access to Zilpo Road and is also known as the Midland Trail.,0.0,NO
faithfulness,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?","The four-time Academy Award nominee who starred in the 1988 American comedy film ""The Great Outdoors"" received a star on the Hollywood Walk of Fame in 2006.",1.0,YES
faithfulness,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"The music for ""Hurt Locker The Musical"" is attributed to Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask. The current members of Metallica are James Hetfield, Lars Ulrich, Kirk Hammett, and Robert Trujillo.",1.0,YES
faithfulness,"Human Error"" is the season finale of the third season of a tv show that aired on what network?","The episode ""Human Error"" is the season finale of the third season of the TV show ""House,"" which aired on the Fox network.",1.0,YES
faithfulness,"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year?",The album was released in 2017.,1.0,YES
faithfulness,"American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where?",Catherine Cortez Masto previously served as the 32nd Attorney General of Nevada.,1.0,YES
faithfulness,"Which state does the drug stores, of which the CEO is Warren Bryant, are located?","The drug stores, of which Warren Bryant was the CEO, were located in California.",1.0,YES
faithfulness,Which  American politician did Donahue replaced ,Sue Donahue replaced Kelli Ward in the Arizona State Senate.,1.0,YES
faithfulness,"Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds?","The Wolfhounds were founded first in 1985, while Hole was formed in 1989.",1.0,YES
faithfulness,How old is the female main protagonist of Catching Fire?,"The age of the female main protagonist of ""Catching Fire,"" Katniss Everdeen, is not specified in the provided context.",0.0,NO
faithfulness,Chang Ucchin was born in korea during a time that ended with the conclusion of what? ,Chang Ucchin was born in Korea during a time that ended with the conclusion of Japanese colonial rule.,1.0,YES
faithfulness,Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?,"The context does not provide information about a 2003 film with scenes filmed at the Quality Cafe in Los Angeles, so the director of such a film cannot be determined from the given information.",0.0,NO
faithfulness,"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?",New Faces of 1952 helped jump start the career of the young performer and American actress Eartha Kitt.,1.0,YES
faithfulness,Were Pavel Urysohn and Leonid Levin known for the same type of work?,"No, Pavel Urysohn and Leonid Levin were not known for the same type of work. Pavel Urysohn was a mathematician known for his contributions to dimension theory and topology, while Leonid Levin is a computer scientist.",1.0,YES
faithfulness,Are both The New Pornographers and Kings of Leon American rock bands?,"No, The New Pornographers is a Canadian indie rock band, while Kings of Leon is an American rock band.",1.0,YES
faithfulness,"750 7th Avenue and 101 Park Avenue, are located in which city?",Both 750 7th Avenue and 101 Park Avenue are located in New York City.,1.0,YES
faithfulness,"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?",The actress who played the part of the fictitious character Kimberly Ann Hart is Amy Jo Johnson.,1.0,YES
faithfulness,"Who was born first, Pablo Trapero or Aleksander Ford?","Aleksander Ford was born first, on November 24, 1908, while Pablo Trapero was born on October 4, 1971.",1.0,YES
faithfulness,Are Jane and First for Women both women's magazines?,"Yes, both Jane and First for Women are women's magazines.",1.0,YES
faithfulness,What profession does Nicholas Ray and Elia Kazan have in common?,Both Nicholas Ray and Elia Kazan were directors.,0.0,NO
faithfulness,Where is the company that purchased Aixam based in?,The company that purchased Aixam is based in the United States.,1.0,YES
faithfulness,"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture?",The Saimaa Gesture is the documentary about Finnish rock groups.,1.0,YES
faithfulness,"Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg?",David Lee Roth was inducted into the Rock and Roll Hall of Fame.,1.0,YES
faithfulness,Zimbabwe's Guwe Secondary School has a sister school in what New York cunty?,"Guwe Secondary School in Zimbabwe has a sister school in Carle Place, New York, which is located in Nassau County.",1.0,YES
faithfulness,"The Royal Commission into Drug Trafficking (1977â€“1979) or Woodward Royal Commission was a royal commission initiated by the New South Wales Government to investigate drug trafficking in New South Wales, Australia, especially links between the New South Wales Police and Mafia, The Honoured Society, is a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and currently active in all of which country?  ","The Royal Commission into Drug Trafficking (1977–1979), also known as the Woodward Royal Commission, was initiated to investigate drug trafficking in New South Wales, Australia, particularly focusing on links between the New South Wales Police and the Mafia. The Honoured Society, a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and is currently active in Australia.",1.0,YES
faithfulness,"The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state?",California,1.0,YES
faithfulness,The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city?,"The axial turbojet Pirna 014 was designed by engineers from the German aircraft and aircraft engine manufacturer Junkers, which was based in Dessau.",1.0,YES
faithfulness,"Which faith is designated to the University of Providence, private university accredited by the NW association of Schools and Colleges and located in a third largest city in Montana after being passed by Missoula? ",The University of Providence is a private Roman Catholic university.,1.0,YES
faithfulness,Pauline Henry was known as the vocalist of a very popular cover song. Which album was this song from?,"The song was from the album ""The Chimes.""",1.0,YES
faithfulness,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,"Guitars for Wounded Warriors was recorded in the village of New Paltz, which is located in Ulster County, New York.",1.0,YES
faithfulness,"What American country music singer-songwriter, born in May of 1942, sang a duet with her ex-husband the same year that he released the song ""The Battle?""",Tammy Wynette,1.0,YES
faithfulness,"Who was born first, Francis Nethersole or Elizabeth Stuart?","Francis Nethersole was born first in 1587, while Elizabeth Stuart was born on 19 August 1596.",1.0,YES
faithfulness,What does the Hacker-Pschorr Brewery have to limit in order to comply with German regulations?,"The Hacker-Pschorr Brewery would need to limit the ingredients in their beer to comply with German regulations, specifically those outlined in the Reinheitsgebot, which is known as the German Beer Purity Law.",1.0,YES
faithfulness,"Don Barry Mason was the founder of the Psychedelic Shamanistic Institute (PSI), which other member that's Welsh, that died on 10 April 2016?",The Welsh member of the Psychedelic Shamanistic Institute (PSI) who died on 10 April 2016 is Howard Marks.,0.0,NO
faithfulness,What male actor starred in The Messenger?,"Robert Sheehan starred in ""The Messenger.""",1.0,YES
faithfulness,Are Gin and tonic and Paloma both cocktails based on tequila?,"No, only the Paloma is a cocktail based on tequila. The Gin and tonic is based on gin.",1.0,YES
faithfulness,Who is older Glenn Hughes or Ross Lynch?,"Glenn Hughes is older than Ross Lynch. Glenn Hughes was born on August 21, 1951.",0.0,NO
faithfulness,"In what year was the creator of the current arrangement of the ""Simpson's Theme"" born?","The year of birth for the creator of the current arrangement of ""The Simpsons Theme"" is not provided.",1.0,YES
faithfulness,The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use what kind of track?,The Southern Railway runs from Vienna to Graz and the border with Slovenia at Spielfeld via the first mountain railway built in Europe to use a standard gauge track.,1.0,YES
faithfulness,In what show did Cynthia Nixon receive the 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series and a Screen Actors Guild Award for her performance?,"Cynthia Nixon received the 2004 Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series and a Screen Actors Guild Award for her performance in the HBO series ""Sex and the City.""",1.0,YES
faithfulness,"Lee Jun-fan played what character in ""The Green Hornet"" television series?","Lee Jun-fan, better known as Bruce Lee, played the character Kato in ""The Green Hornet"" television series.",1.0,YES
faithfulness,"The 1895/96 Football League season was the eighth in Football League history with Everton, their Goodison Park home, is a football stadium located in Walton, Liverpool, in which country?","The football stadium, Goodison Park, is located in Walton, Liverpool, England.",1.0,YES
faithfulness,"A Head Full of Dreams Tour is the seventh tour by Coldplay, and which had it's first show at a stadium that is known as Estadio Unico and is owned by who?","The first show of the A Head Full of Dreams Tour by Coldplay was held at Estadio Ciudad de La Plata, also known as Estadio Único, which is owned by the Province of Buenos Aires.",1.0,YES
faithfulness,"Roger Avary (born August 23, 1965) is a Canadian film and television producer, screenwriter and director in the American mass media industry, he wrote the screenplay for Beowulf, a 2007 British-American 3D motion capture epic fantasy film, directed by who?","The 2007 British-American 3D motion capture epic fantasy film ""Beowulf"" was directed by Robert Zemeckis.",1.0,YES
faithfulness,"The American Pre-Code comedy film featuring an American actress, dancer, and singer, widely known for performing in films and RKO's musical films, was released in what year?","The American Pre-Code comedy film featuring the American actress, dancer, and singer known for performing in films and RKO's musical films was released in 1933.",0.0,NO
faithfulness,"An edited version of ""Just the Two of Us"" reached number two on the ""Billboard"" Hot 100 behind a song written and composed by Donna Weiss and Jackie DeShannon which spend how many weeks at No. 1 on the ""Billboard"" hot 100?","The song written and composed by Donna Weiss and Jackie DeShannon, which kept ""Just the Two of Us"" at number two, spent nine weeks at No. 1 on the ""Billboard"" Hot 100.",0.0,NO
faithfulness,"Which band has more members, Saint Motel or Curve?","Saint Motel has more members. They consist of four members, while Curve was a duo with two members.",1.0,YES
faithfulness,"""Funnybot"" is the second episode of the fifteenth season of which American animated television series, created by Trey Parker and Matt Stone?  ","""Funnybot"" is the second episode of the fifteenth season of the American animated television series ""South Park,"" created by Trey Parker and Matt Stone.",1.0,YES
faithfulness,"Which private research university is located in Chestnut Hill, Massachusetts Boston College or Stanford University? ","Boston College is the private research university located in Chestnut Hill, Massachusetts.",1.0,YES
faithfulness,"What American stage, film, and television actor  who also appeared in a large number of musicals, played Samson in the 1949 film ""Samson and Delilah"".","Victor Mature played Samson in the 1949 film ""Samson and Delilah"".",1.0,YES
faithfulness,Iqaluit Airport and Canadian North are based out of what country?,Iqaluit Airport and Canadian North are based out of Canada.,1.0,YES
faithfulness,In what political party was the man who officially opened he Royal Spa Centre in 1972?,"The man who officially opened the Royal Spa Centre in 1972, Anthony Eden, was a member of the British Conservative Party.",1.0,YES
faithfulness,Which Oscar-nominated film was written by the screenwriter who wrote a 1991 romantic drama based upon a screenplay by Sooni Taraporevala?,"""Salaam Bombay"" is the Oscar-nominated film written by the screenwriter who also wrote the 1991 romantic drama ""Mississippi Masala.""",1.0,YES
faithfulness,Are both Tim McIlrath and Spike Slawson American punk rock musicians?,"Yes, both Tim McIlrath and Spike Slawson are American punk rock musicians.",1.0,YES
faithfulness,"The Golden Globe Award winner for best actor from ""Roseanne"" starred along what actress in Gigantic?","The Golden Globe Award winner for best actor from ""Roseanne,"" John Goodman, starred alongside Zooey Deschanel in ""Gigantic.""",1.0,YES
faithfulness,"The expert mentor to the celebrities that perform on ""Splash!"" won the 2009 FINA World Championionship in the individual event at what age? ","The expert mentor to the celebrities on ""Splash!"" is Tom Daley. However, there is no information provided about him winning the 2009 FINA World Championship in the individual event or his age at that time.",0.0,NO
faithfulness,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?","""I Got a Thang for You"" features American singer Keyshia Cole.",1.0,YES
faithfulness,What profession does Am Rong and Alexandre Rockwell have in common?,Both Am Rong and Alexandre Rockwell were filmmakers.,1.0,YES
faithfulness,El Nuevo Cojo and Golf Magazine are both special interest publications but which one is owned by Time Inc?,Golf Magazine is owned by Time Inc.,1.0,YES
faithfulness,Who funds the bowling team that includes the school bus driver for Springfield Elementary School?,The bowling team that includes the school bus driver for Springfield Elementary School is funded with Mr. Burns's money.,1.0,YES
faithfulness,What city are George Washington University Hospital and MedStar Washington Hospital Center located in?,"George Washington University Hospital and MedStar Washington Hospital Center are located in Washington, D.C.",1.0,YES
faithfulness,what is the connection between Peter O'Meara and Norman Dike?,"Peter O'Meara portrayed Norman Dike in the HBO miniseries ""Band of Brothers.""",1.0,YES
faithfulness,"What author has contributed to such works as ""New Statesmen"", ""The Nation"", and ""The Atlantic"", among others, while also being being associated with Dysteleology?","The author who has contributed to works such as ""New Statesman"", ""The Nation"", and ""The Atlantic"", and is also associated with Dysteleology, is Christopher Hitchens.",1.0,YES
faithfulness,Who developed the prototype pacemaker used by the 34th President of the USA?,"The prototype pacemaker used by the 34th President of the USA, Dwight D. Eisenhower, was developed by R Adams Cowley.",1.0,YES
faithfulness,Which publishing company has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort?,Dennis Publishing has published Bizarre and a sister publication devoted to the anomalous phenomena popularised by Charles Fort.,1.0,YES
faithfulness,"Who performed the lead single on the album Friends in Low Places, No Fences, that reached #1 on Billboard?","The lead single on the album ""No Fences"" that reached #1 on Billboard was performed by Garth Brooks.",1.0,YES
faithfulness,Hate to Feel is the tenth track on what Alice in Chains' album that peaked as number six on the Billboard 200?,"""Hate to Feel"" is the tenth track on Alice in Chains' album ""Dirt,"" which peaked at number six on the Billboard 200.",1.0,YES
faithfulness,"The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist and Eric Howk, goes by what alias?","The lead singer and guitarist in the Portland, Oregon rock band consisting of John Gourley, Zach Carothers, Kyle O'Quin, Jason Sechrist, and Eric Howk goes by the alias The Fantastic The.",1.0,YES
faithfulness,What year was the winner of the 2016 Marrakesh ePrix born?,"The winner of the 2016 Marrakesh ePrix, Sébastien Buemi, was born in 1988.",0.0,NO
faithfulness,"South Korean actor Kim Yool-ho starred in what 2016 movie directed by Yeon Sang-ho Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok?","Kim Yool-ho starred in the 2016 movie ""Train to Busan,"" directed by Yeon Sang-ho and starring actors Gong Yoo, Jung Yu-mi, and Ma Dong-seok.",1.0,YES
faithfulness,According to the 2006 census what is the population of the city in which James Iroha Uchechukwu was born ?,"The 2006 census does not provide the population of Enugu, the city where James Iroha Uchechukwu was born, in the given context.",1.0,YES
faithfulness,What actor in the film D.C. Cab also had a role in the TV series Barney Miller?,"Max Gail, who starred in the film ""D.C. Cab,"" also had a role in the TV series ""Barney Miller.""",1.0,YES
faithfulness,Which industry do Richard Hawley and Chicago's Catherine belong to? ,Richard Hawley and the band Catherine both belong to the music industry.,1.0,YES
faithfulness,Are Pam Veasey and Jon Jost both American?,"Yes, both Pam Veasey and Jon Jost are American.",1.0,YES
faithfulness,Maurice Hines and his brother were famous for what?,"Maurice Hines and his brother Gregory Hines were famous for their contributions to the entertainment industry, particularly in dance. Maurice is known as an actor, director, singer, and choreographer, while Gregory was renowned as a dancer.",1.0,YES
faithfulness,Are the New Orleans Outfall Canals the same length as the Augusta Canal?,"No, the New Orleans Outfall Canals and the Augusta Canal are not the same length. The New Orleans Outfall Canals consist of three canals with a total of 13 miles of levees and floodwalls, while the Augusta Canal is approximately 13 miles long.",1.0,YES
faithfulness,In which stadium do the teams owned by Myra Kraft's husband play?,The teams owned by Myra Kraft's husband play in Gillette Stadium.,1.0,YES
faithfulness,What southern California based band covered Blue Ã–yster Cult's Godzilla?,"Fu Manchu is the southern California-based band that covered Blue Öyster Cult's ""Godzilla.""",1.0,YES
faithfulness,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?","The context does not provide information about a Swedish-British entertainment studio executive and film executive producer who was the executive producer for a 2016 American action thriller film directed by Babak Najafi. Therefore, it is not possible to determine their current position or role.",0.0,NO
faithfulness,"an Emmy Award winner and two-time Tony Award winner, was on the episode 15 of the third season of ""Chuck"". what is her name ?",The person you are referring to is Jane Alexander.,0.0,NO
faithfulness,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?","The current name of the Atlanta mansion built for the daughter of the 41st Mayor of Atlanta, Georgia, is Lullwater Estate.",0.0,NO
faithfulness,Who invented the type of script used in autographs?,"The type of script used in autographs, which are hand-copies of cuneiform clay-tablets, was invented by the Sumerians.",1.0,YES
faithfulness,Approximately what percentage of the global population is made up of the ethnic group Princess Fragrant was produced to improve relations with?,"The ethnic group that ""Princess Fragrant"" was produced to improve relations with is the Uighurs. The context does not provide specific information about the percentage of the global population made up by the Uighurs.",1.0,YES
faithfulness,The Boren-McCurdy proposals were partially brought about by which Oklahoma politician in 1992?,The Boren-McCurdy proposals were partially brought about by Oklahoma politician David L. Boren in 1992.,1.0,YES
faithfulness,The Thoen Stone is on display at a museum in what county?,The Thoen Stone is on display at a museum in Lawrence County.,0.0,NO
faithfulness,"Is Children's National Medical Center or MedStar Washington Hospital Center the largest private hospital in Washington, D.C.?","MedStar Washington Hospital Center is the largest private hospital in Washington, D.C.",1.0,YES
relevancy,Which magazine was started first Arthur's Magazine or First for Women?,"Arthur's Magazine was started first. It was published from 1844 to 1846, while First for Women was started in 1989.",1.0,YES
relevancy,The Oberoi family is part of a hotel company that has a head office in what city?,The Oberoi family is part of a hotel company that has its head office in Delhi.,1.0,YES
relevancy,"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who?",Matt Groening named the character Milhouse after President Richard Nixon's middle name.,1.0,YES
relevancy, What nationality was James Henry Miller's wife?,The context does not provide information about the nationality of James Henry Miller's wife.,1.0,YES
relevancy,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",Cadmium chloride is slightly soluble in alcohol. It is also known as CdCl•HO and CdCl•5HO.,1.0,YES
relevancy,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark?","Jonathan Stark won more Grand Slam titles than Henri Leconte. Stark won two Grand Slam doubles titles, while Leconte won one Grand Slam doubles title.",1.0,YES
relevancy,Which genus of moth in the world's seventh-largest country contains only one species?,"The genus Nepita, which contains only one species, is found in India, the world's seventh-largest country.",1.0,YES
relevancy,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.","Badr Hari was once considered the best kickboxer in the world, but he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring.",1.0,YES
relevancy,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?","The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in 2006.",1.0,YES
relevancy,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged?,The length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged is not specified in the provided information.,0.0,NO
relevancy,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive?","The EP ""Fast Cars, Danger, Fire and Knives"" includes a guest appearance from El-P, who is a hip hop record executive.",1.0,YES
relevancy,"Gunmen from Laredo starred which narrator of ""Frontier""?","Walter Coy, who was known for narrating the NBC western anthology series ""Frontier,"" starred in ""Gunmen from Laredo.""",1.0,YES
relevancy,Where did the form of music played by Die RhÃ¶ner SÃ¤uwÃ¤ntzt originate?,"The form of music played by Die Rhöner Säuwäntzt, which is Skiffle-Blues, originates from Eichenzell-Lütter in Hessen, Germany.",1.0,YES
relevancy,In which American football game was Malcolm Smith named Most Valuable player?,Malcolm Smith was named Most Valuable Player in Super Bowl XLVIII.,1.0,YES
relevancy,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail?",U.S. Highway 60 gives access to Zilpo Road and is also known as the Midland Trail.,0.0,NO
relevancy,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?","The four-time Academy Award nominee who starred in the 1988 American comedy film ""The Great Outdoors"" received a star on the Hollywood Walk of Fame in 2006.",1.0,YES
relevancy,What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical? ,"The music for ""Hurt Locker The Musical"" is attributed to Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask. The current members of Metallica are James Hetfield, Lars Ulrich, Kirk Hammett, and Robert Trujillo.",1.0,YES
relevancy,"Human Error"" is the season finale of the third season of a tv show that aired on what network?","The episode ""Human Error"" is the season finale of the third season of the TV show ""House,"" which aired on the Fox network.",1.0,YES
relevancy,"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year?",The album was released in 2017.,1.0,YES
relevancy,"American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where?",Catherine Cortez Masto previously served as the 32nd Attorney General of Nevada.,1.0,YES
relevancy,"Which state does the drug stores, of which the CEO is Warren Bryant, are located?","The drug stores, of which Warren Bryant was the CEO, were located in California.",1.0,YES
relevancy,Which  American politician did Donahue replaced ,Sue Donahue replaced Kelli Ward in the Arizona State Senate.,1.0,YES
relevancy,"Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds?","The Wolfhounds were founded first in 1985, while Hole was formed in 1989.",1.0,YES
relevancy,How old is the female main protagonist of Catching Fire?,"The age of the female main protagonist of ""Catching Fire,"" Katniss Everdeen, is not specified in the provided context.",0.0,NO
relevancy,Chang Ucchin was born in korea during a time that ended with the conclusion of what? ,Chang Ucchin was born in Korea during a time that ended with the conclusion of Japanese colonial rule.,1.0,YES
relevancy,Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?,"The context does not provide information about a 2003 film with scenes filmed at the Quality Cafe in Los Angeles, so the director of such a film cannot be determined from the given information.",1.0,YES
relevancy,"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?",New Faces of 1952 helped jump start the career of the young performer and American actress Eartha Kitt.,1.0,YES
relevancy,Were Pavel Urysohn and Leonid Levin known for the same type of work?,"No, Pavel Urysohn and Leonid Levin were not known for the same type of work. Pavel Urysohn was a mathematician known for his contributions to dimension theory and topology, while Leonid Levin is a computer scientist.",1.0,YES
relevancy,Are both The New Pornographers and Kings of Leon American rock bands?,"No, The New Pornographers is a Canadian indie rock band, while Kings of Leon is an American rock band.",1.0,YES
relevancy,"750 7th Avenue and 101 Park Avenue, are located in which city?",Both 750 7th Avenue and 101 Park Avenue are located in New York City.,1.0,YES
relevancy,"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?",The actress who played the part of the fictitious character Kimberly Ann Hart is Amy Jo Johnson.,1.0,YES
relevancy,"Who was born first, Pablo Trapero or Aleksander Ford?","Aleksander Ford was born first, on November 24, 1908, while Pablo Trapero was born on October 4, 1971.",1.0,YES
relevancy,Are Jane and First for Women both women's magazines?,"Yes, both Jane and First for Women are women's magazines.",1.0,YES
relevancy,What profession does Nicholas Ray and Elia Kazan have in common?,Both Nicholas Ray and Elia Kazan were directors.,1.0,YES
